book_id,title,authors,genres,description,image_url
132314,"Never Let Me Go","Kazuo Ishiguro","Science Fiction|Dystopian|Classics|Fantasy|Young Adult|emotional|reflective|slow","""It was a place of mercurial cliques and mysterious rules where teachers were constantly reminding their charges of how special they were. Now, years later, Kathy is a young woman. Ruth and Tommy have reentered her life. And for the first time she is beginning to look back at their shared past and understand just what it is that makes them special—and how that gift will shape the rest of their time together.""-- Provided by Amazon","https://assets.hardcover.app/external_data/46506540/42538243519a7ec280aea12b7dfe11a109fbf6ac.jpeg"
283659,"Crown of Midnight","Sarah J. Maas","Fantasy|Young Adult|Adventure|Dystopian|mysterious|challenging|Adventurous|slow","Celaena Sardothien won a brutal contest to become the King’s Champion. But she is far from loyal to the crown. Though she goes to great lengths to hide her secret, her deadly charade becomes more difficult when she realizes she is not the only one seeking justice. Her search for answers ensnares those closest to her, and no one is safe from suspicion-not the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a princess with a rebel heart. Then, one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena’s world shatters, she will be forced to decide once and for all where her true loyalties lie . . . and what she is willing to fight for. The second book in the #1 New York Times bestselling Throne of Glass series returns readers to a land destroyed by liars, where one woman’s truth is the only thing that can save them all.","https://assets.hardcover.app/external_data/46404294/17f2308696bfb704d2cdc2b1837a8802f55412dd.jpeg"
144062,"City of Bones","Cassandra Clare","Young Adult|Fantasy|Adventure|LGBTQ|Dystopian|Science Fiction|Adventurous|dark","When Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder. Much less a murder committed by three teenagers covered with odd markings. This is Clary's first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons - and keeping the odd werewolves and vampires in line. It's also her first meeting with gorgeous, golden-haired Jace. Within twenty-four hourse Clary is pulled into Jace's world with a vengeance, when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in an ordinary mundane like Clary? And how did she suddenly get the Sight? The Shadowhunters would like to know...","https://assets.hardcover.app/book_mappings/7332620/060557a70ce979561a51d5d32bbadcdaf19ade05.jpeg"
380764,"The Lies of Locke Lamora","Scott Lynch","Fantasy|Adventure|Young Adult|Science Fiction|Adventurous|funny|tense|medium","An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges relentless danger, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentlemen Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.","https://assets.hardcover.app/edition/14655125/9aab1cd2-201a-4312-813b-d5118c1e8bc2.jpg"
240793,"A Wrinkle in Time","Madeleine L'Engle","Fantasy|Classics|Young Adult|Science Fiction|Adventure|audiobook|fast|Romance","It was a dark and stormy night; Meg Murry, her small brother Charles Wallace, and her mother had come down to the kitchen for a midnight snack when they were upset by the arrival of a most disturbing stranger. ""Wild nights are my glory,"" the unearthly stranger told them. ""I just got caught in a downdraft and blown off course. Let me sit down for a moment, and then I'll be on my way. Speaking of ways, by the way, there is such a thing as a tesseract."" A tesseract (in case the reader doesn't know) is a wrinkle in time. To tell more would rob the reader of the enjoyment of Miss L'Engle's unusual book. A Wrinkle in Time, winner of the Newberry Medal in 1963, is the story of the adventures in space and time of Meg, Charles Wallace, and Calvin O'Keefe (athlete, student, and one of the most popular boys in high school). They are in search of Meg's father, a scientist who disappeared while engaged in secret work for the government on the tesseract problem.","https://assets.hardcover.app/edition/15420559/f668168e8bfa89b8530b0a17fd213b267f2b9b2a.jpeg"
380549,"The Ocean at the End of the Lane","Neil Gaiman","Fantasy|Young Adult|Science Fiction|Adventure|dark|mysterious|medium|Fiction","A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy. Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettie—magical, comforting, wise beyond her years—promised to protect him, no matter what. A groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.","https://assets.hardcover.app/book_mappings/7332367/f23aac20ca501a73b6f2b348485f015091d1e361.jpeg"
376341,"The Stand","Stephen King","Fantasy|Science Fiction|Dystopian|Classics|Adventure|Horror|Death|Sexual content","Dark dreams that warn of the coming of the dark man. The apostate of death, his worn-down boot heels tramping the night roads. The warlord of the charnel house and Prince of Evil. His time is at hand. His empire grows in the west and the Apocalypse looms. When a man crashes his car into a petrol station, he brings with him the foul corpses of his wife and daughter. He dies and it doesn't take long for the virus which killed him to spread across America and the world.","https://assets.hardcover.app/edition/21840079/da029af124d14c28d6ade5a3b69bfcf8d4a17472.jpeg"
427983,"We Are Legion","Dennis E. Taylor","Science Fiction|Space|Fantasy|Adventure|Aliens|Dystopian|War|Adventurous","Bob Johansson has just sold his software company and is looking forward to a life of leisure. There are places to go, books to read, and movies to watch. So it's a little unfair when he gets himself killed crossing the street. Bob wakes up a century later to find that corpsicles have been declared to be without rights, and he is now the property of the state. He has been uploaded into computer hardware and is slated to be the controlling AI in an interstellar probe looking for habitable planets. The stakes are high: no less than the first claim to entire worlds. If he declines the honor, he'll be switched off, and they'll try again with someone else. If he accepts, he becomes a prime target. There are at least three other countries trying to get their own probes launched first, and they play dirty. The safest place for Bob is in space, heading away from Earth at top speed. Or so he thinks. Because the universe is full of nasties, and trespassers make them mad - very mad.","https://assets.hardcover.app/edition/31651212/0f91da1379dc803e1a880cc526c86661808a6680.jpeg"
255674,"Hamlet","William Shakespeare","History|Fiction|Comics|Literature|Plays|Classics|mysterious|tense","Life of William Shakespeare is a biography of William Shakespeare by the eminent critic Sidney Lee. This book was one of the first major biographies of the Bard of Avon. It was published in 1898, based on the article contributed to the Dictionary of National Biography. William Shakespeare (1564 – 1616) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"". His extant works, including some collaborations, consist of about 38 plays, 154 sonnets, two long narrative poems, and a few other verses, the authorship of some of which is uncertain. Sir Sidney Lee (1859 – 1926) was an English biographer and critic. He was a lifelong scholar and enthusiast of Shakespeare. His article on Shakespeare in the fifty-first volume of the Dictionary of National Biography formed the basis of his Life of William Shakespeare. This full-length life is often credited as the first modern biography of the poet.","https://assets.hardcover.app/edition/30400920/6fed5605d789a2b4d6597c19810fb99d063eab71.jpeg"
203347,"Storm Front","Jim Butcher","Fantasy|Science Fiction|Adventure|Young Adult|Fiction|Murder|Urban Fantasy|Adventurous","In the first novel in the #1 New York Times bestselling Dresden Files series, Harry Dresden’s investigation of a grisly double murder pulls him into the darkest depths of magical Chicago… As a professional wizard, Harry Dresden knows firsthand that the “everyday” world is actually full of strange and magical things—and most of them don’t play well with humans. And those that do enjoy playing with humans far too much. He also knows he’s the best at what he does. Technically, he’s the only at what he does. But even though Harry is the only game in town, business—to put it mildly—stinks. So when the Chicago P.D. bring him in to consult on a double homicide committed with black magic, Harry's seeing dollar signs. But where there's black magic, there's a black mage behind it. And now that mage knows Harry's name... “A great series—fast-paced, vividly realized and with a hero/narrator who’s excellent company.”—Cinescape","https://assets.hardcover.app/edition/5769057/2e530f75ff71f188b9bd260763bd3b09d5fb0455.jpeg"
430976,"Abaddon's Gate","James S. A. Corey","Science Fiction|Space|Fantasy|Adventure|Aliens|War|Adventurous|emotional","The third book in the NYT bestselling Expanse series, Abaddon's Gate opens the door to the ruins of an alien gate network, and the crew of the Rocinante may hold the key to unlocking its secrets. Now a Prime Original series. For generations, the solar system -- Mars, the Moon, the Asteroid Belt -- was humanity's great frontier. Until now. The alien artifact working through its program under the clouds of Venus has appeared in Uranus's orbit, where it has built a massive gate that leads to a starless dark. Jim Holden and the crew of the Rocinante are part of a vast flotilla of scientific and military ships going out to examine the artifact. But behind the scenes, a complex plot is unfolding, with the destruction of Holden at its core. As the emissaries of the human race try to find whether the gate is an opportunity or a threat, the greatest danger is the one they brought with them. Abaddon's Gate is a breakneck science fiction adventure following the critically acclaimed Caliban's War.","https://assets.hardcover.app/edition/23959925/848dec7bdddc84b912f8c46f605c04afeb7b31cc.jpeg"
147196,"World War Z: An Oral History of the Zombie War","Max Brooks","Science Fiction|Fantasy|Dystopian|War|Adventure|Fiction|Adventurous|dark","We have (temporarily?) defeated the living dead, but at what cost? Told in the haunting and riveting voices of the men and women who witnessed the horror firsthand, World War Z is the only record of the pandemic. The Zombie War came unthinkably close to eradicating humanity. Max Brooks, driven by the urgency of preserving the acid-etched first-hand experiences of the survivors, traveled across the United States of America and throughout the world, from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror, and also the ineradicable spirit of resistance, that gripped human society through the plague years.","https://assets.hardcover.app/edition/3129764/6391724-L.jpg"
440171,"Network Effect","Martha Wells","Adventurous|funny|tense|fast|A mix driven|Loveable Characters|Diverse Characters|Science Fiction","When Murderbot's human associates (not friends, never friends) are captured and another not-friend from its past requires urgent assistance, Murderbot must choose between inertia and drastic action. Drastic action it is, then.","https://assets.hardcover.app/book_mappings/7332803/487291b01ddc8783710e7f90bd42666090e43d9f.jpeg"
202782,"Recursion","Blake Crouch","Science Fiction|Fantasy|Dystopian|dark|emotional|tense|medium|Plot driven","Reality is broken. At first, it looks like a disease. An epidemic that spreads through no known means, driving its victims mad with memories of a life they never lived. But the force that’s sweeping the world is no pathogen. It’s just the first shock wave, unleashed by a stunning discovery—and what’s in jeopardy is not our minds but the very fabric of time itself. In New York City, Detective Barry Sutton is closing in on the truth—and in a remote laboratory, neuroscientist Helena Smith is unaware that she alone holds the key to this mystery . . . and the tools for fighting back. Together, Barry and Helena will have to confront their enemy—before they, and the world, are trapped in a loop of ever-growing chaos.","https://assets.hardcover.app/external_data/31968027/91983cb00d2a53d0c88cf8b9eacf2d7714428465.jpeg"
429046,"A ​Court of Silver Flames","Sarah J. Maas","dark|tense|sad|emotional|challenging|Adventurous|slow|Plot driven","Nesta Archeron has always been prickly—proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she’s struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can’t seem to move past the horrors of the war with Hybern and all she lost in it. The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre’s Night Court keeps him constantly in Nesta’s orbit. But her temper isn’t the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other. Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts. Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance—and healing—in each other’s arms.","https://assets.hardcover.app/external_data/31975800/2bbb080fea31fd0c1f457838f63210cbc3fbe3d8.jpeg"
375064,"The Night Circus","Erin Morgenstern","reflective|slow|A mix driven|Loveable Characters|Fantasy|Young Adult|Adventure|mysterious","The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night. But behind the scenes, a fierce competition is underway: a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them both, this is a game in which only one can be left standing. Despite the high stakes, Celia and Marco soon tumble headfirst into love, setting off a domino effect of dangerous consequences, and leaving the lives of everyone, from the performers to the patrons, hanging in the balance.","https://assets.hardcover.app/editions/31495336/3661789124779351.jpg"
48701,"The Dragon Reborn","Robert Jordan","Fiction|Fantasy|Classics|Adventure|Young Adult|Science Fiction|High Fantasy","Now a major TV series on Prime Video The third novel in the Wheel of Time series - one of the most influential and popular fantasy epics ever published. The Land is One with the Dragon - and the Dragon is One with the Land. The Shadow lies across the Pattern of the Age, and the Dark One has turned all his power against the prison that binds him. If it fails he will escape and nothing will stand in the storm that blows then . . . save the man that was born to battle the darkness: Rand al'Thor, the Dragon Reborn. But to wage his war Rand must find Callandor, ancient Sword of the Dragon . . . and the Forsaken will shatter the world to thwart him. 'Epic in every sense' Sunday Times 'With the Wheel of Time, Jordan has come to dominate the world that Tolkien began to reveal' New York Times '[The] huge ambitious Wheel of Time series helped redefine the genre' George R. R. Martin 'A fantasy phenomenon' SFX The Wheel of Time series: Book 1: The Eye of the World Book 2: The Great Hunt Book 3: The Dragon Reborn Book 4: The Shadow Rising Book 5: The Fires of Heaven Book 6: Lord of Chaos Book 7: A Crown of Swords Book 8: The Path of Daggers Book 9: Winter's Heart Book 10: Crossroads of Twilight Book 11: Knife of Dreams Book 12: The Gathering Storm Book 13: Towers of Midnight Book 14: A Memory of Light Prequel: New Spring Look out for the companion book: The World of Robert Jordan's The Wheel of Time","https://assets.hardcover.app/edition/31538508/a17f5bf2-58af-4479-8aa0-5438a7e96d51.png"
10466,"The Adventures of Huckleberry Finn","Mark Twain","Fiction|Friendship|History|Young Adult|Adventurous|medium|slow|challenging","Mark Twain's brilliant 19th-century novel has long been recognized as one of the finest examples of American literature. It brings back the irrepressible and free-spirited Huck, first introduced in The Adventures of Tom Sawyer, and puts him center stage. Rich in authentic dialect, folksy humor, and sharp social commentary, Twain's classic tale follows Huck and the runaway slave Jim on an exciting journey down the Mississippi.","https://assets.hardcover.app/book_mappings/7332398/99b9f279609386e778f1fc36051d8a002f04ca81.jpeg"
65400,"Neverwhere","Neil Gaiman","Fantasy|Science Fiction|Adventure|Young Adult|Adventurous|dark|funny|fast","Richard Mayhew is a young man with a good heart and an ordinary life, which is changed forever when he stops to help a girl he finds bleeding on a London sidewalk. His small act of kindness propels him into a world he never dreamed existed. There are people who fall through the cracks, and Richard has become one of them. And he must learn to survive in this city of shadows and darkness, monsters and saints, murderers and angels, if he is ever to return to the London that he knew.","https://assets.hardcover.app/edition/14626760/af7e7a91f30c6f5acb93b4f22db909be1be90d0a.jpeg"
143200,"The Poppy War","R.F. Kuang","Fantasy|Young Adult|War|Adventure|Adventurous|challenging|dark|mysterious","""To the test officials, who couldn’t believe a war orphan from Rooster Province could pass without cheating; to Rin’s guardians, who believed they’d finally be able to marry her off and further their criminal enterprise; and to Rin herself, who realized she was finally free of the servitude and despair that had made up her daily existence. That she got into Sinegard—the most elite military school in Nikan—was even more surprising. But surprises aren’t always good. Because being a dark-skinned peasant girl from the south is not an easy thing at Sinegard. Targeted from the outset by rival classmates for her color, poverty, and gender, Rin discovers she possesses a lethal, unearthly power—an aptitude for the nearly-mythical art of shamanism. Exploring the depths of her gift with the help of a seemingly insane teacher and psychoactive substances, Rin learns that gods long thought dead are very much alive—and that mastering control over those powers could mean more than just surviving school. For while the Nikara Empire is at peace, the Federation of Mugen still lurks across a narrow sea. The militarily advanced Federation occupied Nikan for decades after the First Poppy War, and only barely lost the continent in the Second. And while most of the people are complacent to go about their lives, a few are aware that a Third Poppy War is just a spark away . . . Rin’s shamanic powers may be the only way to save her people. But as she finds out more about the god that has chosen her, the vengeful Phoenix, she fears that winning the war may cost her humanity . . . and that it may already be too late.""-- Provided by Amazon","https://assets.hardcover.app/edition/30474703/a131f38041ff2c99c8667ca5fdf142f27da739ce.jpeg"
377036,"The Odyssey","Homer","Poetry|Fiction|Young Adult|Literature|History|Fairy tales|Classics|Ancient Greece","This epic poem follows Ulysses, one of the Greek leaders that brought an end to the ten-year-long Trojan war. Longing for home, he travels across the Mediterranean Sea to return to his kingdom in Ithaca; unfortunately, our hero manages to anger Neptune, the god of the sea, making his trip home agonizingly slow and extremely dangerous. While Ulysses is trying to return home, his family in Ithaca is also in danger. Suitors have traveled to the home of Ulysses to marry his wife, Penelope, believing that her husband did not survive the war. These men are willing to kill anyone who stands in their way. The Odyssey is one of the oldest works of Western literature, dating back to classical antiquity. Homer’s epic poem belongs in a collection called the Epic Cycle, which includes the Iliad. It was originally written in ancient Greek, utilizing a dactylic hexameter rhyme scheme.","https://assets.hardcover.app/external_data/60658445/0a8af0055073deb411447fa0fa7f4a40ba0ce5a1.jpeg"
309315,"Old Man's War","John Scalzi","Science Fiction|War|Space|Fantasy|Adventure|Aliens|Dystopian","John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army. The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding. Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets. John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger.","https://assets.hardcover.app/edition/18117782/5a87dd758427401aad14591ca552a763123f9b2b.jpeg"
383587,"11/22/63","Stephen King","Science Fiction|Fantasy|Adventure|Thriller|Adventurous|emotional|mysterious|sad","On November 22, 1963, three shots rang out in Dallas, President Kennedy died, and the world changed. What if you could change it back? Stephen King’s heart-stoppingly dramatic new novel is about a man who travels back in time to prevent the JFK assassination—a thousand page tour de force. Following his massively successful novel Under the Dome, King sweeps readers back in time to another moment—a real life moment—when everything went wrong: the JFK assassination. And he introduces readers to a character who has the power to change the course of history. Jake Epping is a thirty-five-year-old high school English teacher in Lisbon Falls, Maine, who makes extra money teaching adults in the GED program. He receives an essay from one of the students—a gruesome, harrowing first person story about the night 50 years ago when Harry Dunning’s father came home and killed his mother, his sister, and his brother with a hammer. Harry escaped with a smashed leg, as evidenced by his crooked walk. Not much later, Jake’s friend Al, who runs the local diner, divulges a secret: his storeroom is a portal to 1958. He enlists Jake on an insane—and insanely possible—mission to try to prevent the Kennedy assassination. So begins Jake’s new life as George Amberson and his new world of Elvis and JFK, of big American cars and sock hops, of a troubled loner named Lee Harvey Oswald and a beautiful high school librarian named Sadie Dunhill, who becomes the love of Jake’s life—a life that transgresses all the normal rules of time. A tribute to a simpler era and a devastating exercise in escalating suspense, 11/22/63 is Stephen King at his epic best.","https://assets.hardcover.app/edition/23959086/a129e91093231fcfa21c51c2195fcae2e4a56969.jpeg"
637867,"The Butcher's Masquerade","Matt Dinniman","Adventurous|funny|lighthearted|fast|Fantasy|Science Fiction|Adventure|Dystopian","A lush jungle teeming with danger. Savage dinosaurs seeking blood. A fallen princess intent on vengeance. A mysterious, end-of-floor celebration for the top crawlers, dubbed “The Butcher's Masquerade.” The sixth floor. The Hunting Grounds. As the remaining crawlers battle for their lives, a new, terrible threat looms. Outside tourists are finally allowed to enter the game, and they are here and ready to hunt. Among them is Vrah, a famed and veteran hunter, intent on collecting the biggest trophy of her career. But their prey is far from harmless, and this season they are fighting back. Dungeon Crawler Carl and Princess Donut return in book five of the acclaimed litrpg series.","https://assets.hardcover.app/editions/32004303/0e11e113-fd6c-4363-9a68-da8999b886f5.jpeg"
259662,"Life of Pi","Yann Martel","Fantasy|Classics|Adventure|Young Adult|Adventurous|reflective|fast|Character driven","After the tragic sinking of a cargo ship, one solitary lifeboat remains bobbing on the wild, blue Pacific. The only survivors from the wreck are a sixteen-year-old boy named Pi, a hyena, a zebra (with a broken leg), a female orang-utan… and a 450-pound Royal Bengal tiger. The scene is set for one of the most extraordinary works of fiction in recent years.","https://assets.hardcover.app/edition/2710952/ab0c82bcd276351dc588e52bd6da50482b8103f1.jpeg"
374551,"Little Women","Louisa May Alcott","Fiction|Young Adult|Family|emotional|inspiring|slow|A mix driven|hopeful","Lovely Meg, talented Jo, frail Beth, spoiled Amy: these are hard lessons of poverty and of growing up in New England during the Civil War. Through their dreams, plays, pranks, letters, illnesses, and courtships, women of all ages have become a part of this remarkable family and have felt the deep sadness when Meg leaves the circle of sisters to be married at the end of Part I. Part II, chronicles Meg's joys and mishaps as a young wife and mother, Jo's struggle to become a writer, Beth's tragedy, and Amy's artistic pursuits and unexpected romance. Based on Louisa May Alcott's childhood, this lively portrait of nineteenth- century family life possesses a lasting vitality that has endeared it to generations of readers.","https://assets.hardcover.app/edition/26091088/6c8ca035efb9e9dbed40a7f45c64aaa924c2b578.jpeg"
55176,"Mort","Terry Pratchett","Fantasy|Young Adult|Science Fiction|Adventure|Classics|Fiction|Adventurous","Death comes to us all. When he came to Mort, he offered him a job. In the Discworld, the Grim Reaper is a black-robed skeleton with glowing blue eyes and a scythe who’s fond of cats and eternally baffled by humanity. He yearns to experience what humanity really has to offer, but to do so, needs to hire help. As Death’s apprentice, Mort will have free board, use of the company horse, and, best of all, another chance at life, because being dead isn’t compulsory. It’s a dream job—until Mort falls in love with Death’s daughter, Ysabell, and discovers that your boss can be a killer on your love life. The Discworld novels can be read in any order but Mort is the first book in the Death series.","https://assets.hardcover.app/edition/30789219/1b67ab59d3729666faecdf207d0cec78bbf36913.jpeg"
374090,"A Darker Shade of Magic","V.E. Schwab","Fantasy|Young Adult|Adventure|LGBTQ|Science Fiction","Kell is one of the last Atari - magicians with a rare, coveted ability to travel between parallel Londons: Red, Grey, White, and, once upon a time, Black. Kell was raised in Arnes - Red London - and officially serves the Maresh empire as an ambassador, traveling between the frequent bloody regime changes in White London and the court of George III in the dullest of Londons, the one without any magic left to see. Unofficially, Kell is a smuggler, servicing people willing to pay for even the smallest glimpses of a world they'll never see. It's a defiant hobby with dangerous consequences, which Kell is now seeing firsthand. After an exchange goes awry, Kell escapes to Grey London and runs into Delilah Bard, a cutpurse with lofty aspirations. She first robs him, then saves him from a deadly enemy, and finally forces Kell to spirit her to another world for a proper adventure. Now perilous magic is afoot, and treachery lurks at every turn. To save all of the worlds, they'll first need to stay alive.","https://assets.hardcover.app/edition/12484409/ad3c96ba221d6245bff0c0c777d825b012d74ec9.jpeg"
427401,"A Wizard of Earthsea","Ursula K. Le Guin","Fantasy|Young Adult|Classics|Science Fiction|Adventure|Adventurous|mysterious|slow","A boy grows to manhood while attempting to subdue the evil he unleashed on the world as an apprentice to the Master Wizard.","https://assets.hardcover.app/edition/30492202/e9af25c4b09bf983578e1eabdca87c593f1d5452.jpeg"
762271,"One Hundred Years of Solitude","Gabriel García Márquez","Fiction|Historical Fiction|reflective|challenging|Classics|Animal cruelty","One of the most influential literary works of our time, One Hundred Years of Solitude remains a dazzling and original achievement by the masterful Gabriel Garcia Marquez, winner of the Nobel Prize in Literature. One Hundred Years of Solitude tells the story of the rise and fall, birth and death of the mythical town of Macondo through the history of the Buendiá family. Inventive, amusing, magnetic, sad and alive with unforgettable men and women—brimming with truth, compassion, and a lyrical magic that strikes the soul—this novel is a masterpiece in the art of fiction.","https://assets.hardcover.app/edition/31690057/1072e91e67d3953a7d35bbb0ac44138a8bc600c8.jpeg"
1363844,"Heir of Fire","Sarah J. Maas","Fantasy|Young Adult|dark|emotional|mysterious|Adventurous","Celaena Sardothien has survived deadly contests and shattering heartbreak, but now she must travel to a new land to confront her darkest truth. That truth could change her life-and her future-forever. Meanwhile, monstrous forces are gathering on the horizon, intent on enslaving her world. To defeat them, Celaena will need the strength not only to fight the evil that is about to be unleashed but also to harness her inner demons. If she is to win this battle, she must find the courage to face her destiny-and burn brighter than ever before. The third book in the #1 New York Times bestselling Throne of Glass series continues Celaena’s epic journey from woman to warrior.","https://assets.hardcover.app/edition/30432118/cf6ddd49-640f-4b53-b213-cb68acbee791.jpg"
748620,"The Long Way to a Small, Angry Planet","Becky Chambers","emotional|funny|hopeful|inspiring|slow|Character driven|Loveable Characters|Diverse Characters","When Rosemary Harper joins the crew of the Wayfarer, she isn't expecting much. The Wayfarer, a patched-up ship that's seen better days, offers her everything she could possibly want: a small, quiet spot to call home for a while, adventure in far-off corners of the galaxy, and distance from her troubled past. But Rosemary gets more than she bargained for with the Wayfarer. The crew is a mishmash of species and personalities, from Sissix, the friendly reptilian pilot, to Kizzy and Jenks, the constantly sparring engineers who keep the ship running. Life on board is chaotic, but more or less peaceful - exactly what Rosemary wants. Until the crew are offered the job of a lifetime: the chance to build a hyperspace tunnel to a distant planet.","https://assets.hardcover.app/editions/30403894/3494270170561911.jpg"
776952,"Norwegian Wood","Haruki Murakami","dark|emotional|reflective|sad|medium|Character driven","Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman. A magnificent blending of the music, the mood, and the ethos that was the sixties with the story of one college student's romantic coming of age, Norwegian Wood brilliantly recaptures a young man's first, hopeless, and heroic love.","https://assets.hardcover.app/editions/11016885/4821932419507615.jpg"
69589,"The Time Machine","H. G. Wells","Classics|Science Fiction|Fantasy|Dystopian|Adventure|Adventurous|fast|Plot driven","First published in 1895, The Time Machine won author H.G. Wells immediate recognition and has been regarded ever since as one of the great masterpieces in the literature of science fiction. It popularized the concept of time travel and introduced the concept of a ""time machine"" device that could travel forwards and backwards through the years. It is the story of one man’s astonishing journey beyond the conventional limits of the imagination. One of the most renowned works of science fiction, The Time Machine reflects on the adventures of The Time Traveler - a man who constructs a machine which allows him to explore what the future has to offer. When he courageously steps out of his machine for the first time, he finds himself in the year 802,701—and everything has changed. In this unfamiliar utopian age, creatures seem to dwell together in perfect harmony. Thinking he can study these marvelous beings and unearth their secret then return to his own time, he discovers that his only avenue of escape, his invention, has been stolen. Wells is generally credited with the popularization of the concept of time travel by using a vehicle that allows an operator to travel purposefully and selectively. The term ""time machine"", which was coined by Wells, is now universally used to refer to such a vehicle. The book has been adapted for a number of films and television shows, as well as inspiring other science fiction writers.","https://assets.hardcover.app/external_data/47654737/37c972ad60197661f809b2545d03ec828cb57c95.jpeg"
194560,"Coraline","Neil Gaiman","Fantasy|Young Adult|Adventure|Classics|Adventurous|lighthearted|mysterious|medium","""When Coraline steps through a door to find another house strangely similar to her own (only better), things seem marvelous. But there's another mother there, and another father, and they want her to stay and be their little girl. They want to change her and never let her go. Coraline will have to fight with all her wit and courage if she is to save herself and return to her ordinary life.""-- Provided by Amazon","https://assets.hardcover.app/editions/30432385/1521826581986394-lf.jpeg"
